YEAR,QUARTER,MONTH,PEAK DEMAND,DEMAND MET,REGION,STATE,DEMAND NOT MET,DEMAND
2019,Q3,7,168,151,NE,NAGALAND,17,168
2019,Q3,7,298,297,NE,TRIPURA,1,298
2019,Q3,8,335,335,NORTH,CHANDIGARH,0,335
2019,Q3,8,6473,6473,NORTH,DELHI,0,6473
2019,Q3,8,10130,10130,NORTH,HARYANA,0,10130
2019,Q3,8,1565,1565,NORTH,HIMACHAL PRADESH,0,1565
2019,Q3,8,2734,2178,NORTH,JAMMU & KASHMIR,556,2734
2019,Q3,8,12009,12009,NORTH,PUNJAB,0,12009
2019,Q3,8,10699,10699,NORTH,RAJASTAN,0,10699
2019,Q3,8,21812,21632,NORTH,UTTAR PRADESH,180,21812
2019,Q3,8,2077,2077,NORTH,UTTARAKHAND,0,2077
2019,Q3,8,4285,4278,WEST,CHATTISGARH,7,4285
2019,Q3,8,14599,14599,WEST,GUJARAT,0,14599
2019,Q3,8,8777,8777,WEST,MADYA PRADESH,0,8777
2019,Q3,8,20257,20250,WEST,MAHARASTRA,7,20257
2019,Q3,8,350,350,WEST,DAMAN AND DIU,0,350
2019,Q3,8,813,813,WEST,DADRA AND NAGAR HAVELI,0,813
2019,Q3,8,561,561,WEST,GOA,0,561
2019,Q3,8,9110,9110,SOUTH,ANDRA PRADESH,0,9110
2019,Q3,8,10462,10440,SOUTH, KARNATAKA,22,10462
2019,Q3,8,3705,3591,SOUTH,KERALA,114,3705
2019,Q3,8,14571,14513,SOUTH,TAMILNADU,58,14571
2019,Q3,8,427,427,SOUTH,PUDUCHERRY,0,427
2019,Q3,8,8,8,SOUTH,LAKSHADWEEP,0,8
2019,Q3,8,5778,5748,EAST,BIHAR,30,5778
2019,Q3,8,2855,2848,EAST,DVC,7,2855
2019,Q3,8,1316,1316,EAST,JARKHAND,0,1316
2019,Q3,8,4856,4856,EAST,ORISSA,0,4856
2019,Q3,8,8728,8720,EAST,WEST BENGAL,8,8728
2019,Q3,8,90,90,EAST,SIKKAM,0,90
2019,Q3,8,58,54,EAST,ANDAMAN-NICOBAR,4,58
2019,Q3,8,156,152,NE,ARUNACHAL PRADESH,3,156
2019,Q3,8,2193,1956,NE,ASSAM,237,2193
2019,Q3,8,191,184,NE,MANIPUR,7,191
2019,Q3,8,333,333,NE,MEGHALAYA,0,333
2019,Q3,8,93,91,NE,MIZORAM,2,93
2019,Q3,8,186,169,NE,NAGALAND,17,186
2019,Q3,8,301,300,NE,TRIPURA,1,301
2019,Q3,9,379,379,NORTH,CHANDIGARH,0,379
2019,Q3,9,6626,6626,NORTH,DELHI,0,6626
2019,Q3,9,10451,10451,NORTH,HARYANA,0,10451
2019,Q3,9,1517,1517,NORTH,HIMACHAL PRADESH,0,1517
2019,Q3,9,2928,2342,NORTH,JAMMU & KASHMIR,586,2928
2019,Q3,9,11825,11825,NORTH,PUNJAB,0,11825
2019,Q3,9,11553,11553,NORTH,RAJASTAN,0,11553
2019,Q3,9,21895,21419,NORTH,UTTAR PRADESH,476,21895
2019,Q3,9,2048,2048,NORTH,UTTARAKHAND,0,2048
2019,Q3,9,4400,4385,WEST,CHATTISGARH,15,4400
2019,Q3,9,14487,14487,WEST,GUJARAT,0,14487
2019,Q3,9,8899,8887,WEST,MADYA PRADESH,12,8899
2019,Q3,9,18813,18793,WEST,MAHARASTRA,20,18813
2019,Q3,9,340,340,WEST,DAMAN AND DIU,0,340
2019,Q3,9,811,811,WEST,DADRA AND NAGAR HAVELI,0,811
2019,Q3,9,572,571,WEST,GOA,1,572
2019,Q3,9,8698,8672,SOUTH,ANDRA PRADESH,26,8698
2019,Q3,9,10466,10466,SOUTH, KARNATAKA,0,10466
2019,Q3,9,3620,3552,SOUTH,KERALA,68,3620
2019,Q3,9,14988,14964,SOUTH,TAMILNADU,25,14988
2019,Q3,9,412,412,SOUTH,PUDUCHERRY,0,412
2019,Q3,9,8,8,SOUTH,LAKSHADWEEP,0,8
2019,Q3,9,5835,5789,EAST,BIHAR,46,5835
2019,Q3,9,2881,2868,EAST,DVC,12,2881
2019,Q3,9,1328,1328,EAST,JARKHAND,0,1328
2019,Q3,9,5292,5292,EAST,ORISSA,0,5292
2019,Q3,9,8842,8818,EAST,WEST BENGAL,24,8842
2019,Q3,9,93,93,EAST,SIKKAM,1,93
2019,Q3,9,58,54,EAST,ANDAMAN-NICOBAR,4,58
2019,Q3,9,156,152,NE,ARUNACHAL PRADESH,4,156
2019,Q3,9,2134,1900,NE,ASSAM,234,2134
2019,Q3,9,189,182,NE,MANIPUR,7,189
2019,Q3,9,336,336,NE,MEGHALAYA,0,336
2019,Q3,9,93,91,NE,MIZORAM,2,93
2019,Q3,9,173,156,NE,NAGALAND,17,173
2019,Q3,9,299,298,NE,TRIPURA,1,299
2019,Q4,10,237,237,NORTH,CHANDIGARH,0,237
2019,Q4,10,4605,4605,NORTH,DELHI,0,4605
2019,Q4,10,7779,7779,NORTH,HARYANA,0,7779
2019,Q4,10,1542,1542,NORTH,HIMACHAL PRADESH,0,1542
2019,Q4,10,3042,2434,NORTH,JAMMU & KASHMIR,608,3042
2019,Q4,10,7348,7348,NORTH,PUNJAB,0,7348
2019,Q4,10,10533,10533,NORTH,RAJASTAN,0,10533
2019,Q4,10,17707,17347,NORTH,UTTAR PRADESH,360,17707
2019,Q4,10,1797,1797,NORTH,UTTARAKHAND,0,1797
2019,Q4,10,4079,4079,WEST,CHATTISGARH,0,4079
2019,Q4,10,16499,16499,WEST,GUJARAT,0,16499
2019,Q4,10,8820,8820,WEST,MADYA PRADESH,0,8820
2019,Q4,10,20750,20750,WEST,MAHARASTRA,0,20750
2019,Q4,10,347,347,WEST,DAMAN AND DIU,0,347
2019,Q4,10,806,805,WEST,DADRA AND NAGAR HAVELI,1,806
2019,Q4,10,590,590,WEST,GOA,0,590
2019,Q4,10,7988,7988,SOUTH,ANDRA PRADESH,0,7988
2019,Q4,10,9090,9090,SOUTH, KARNATAKA,0,9090
2019,Q4,10,3692,3576,SOUTH,KERALA,116,3692
2019,Q4,10,14335,14319,SOUTH,TAMILNADU,16,14335
2019,Q4,10,416,415,SOUTH,PUDUCHERRY,0,416
2019,Q4,10,8,8,SOUTH,LAKSHADWEEP,0,8
2019,Q4,10,5027,5020,EAST,BIHAR,6,5027
2019,Q4,10,2831,2831,EAST,DVC,0,2831
2019,Q4,10,1277,1277,EAST,JARKHAND,0,1277
2019,Q4,10,4656,4656,EAST,ORISSA,0,4656
2019,Q4,10,8219,8219,EAST,WEST BENGAL,0,8219
2019,Q4,10,96,96,EAST,SIKKAM,0,96
2019,Q4,10,58,54,EAST,ANDAMAN-NICOBAR,4,58
2019,Q4,10,137,137,NE,ARUNACHAL PRADESH,0,137
2019,Q4,10,1964,1770,NE,ASSAM,194,1964
2019,Q4,10,197,183,NE,MANIPUR,14,197
2019,Q4,10,338,338,NE,MEGHALAYA,0,338
2019,Q4,10,102,102,NE,MIZORAM,0,102
2019,Q4,10,151,148,NE,NAGALAND,3,151
2019,Q4,10,291,291,NE,TRIPURA,0,291
2019,Q4,11,211,211,NORTH,CHANDIGARH,0,211
2019,Q4,11,3631,3631,NORTH,DELHI,0,3631
2019,Q4,11,6138,6138,NORTH,HARYANA,0,6138
2019,Q4,11,1629,1629,NORTH,HIMACHAL PRADESH,0,1629
2019,Q4,11,2742,2193,NORTH,JAMMU & KASHMIR,549,2742
2019,Q4,11,5503,5503,NORTH,PUNJAB,0,5503
2019,Q4,11,11980,11980,NORTH,RAJASTAN,0,11980
2019,Q4,11,15271,15271,NORTH,UTTAR PRADESH,0,15271
2019,Q4,11,1818,1818,NORTH,UTTARAKHAND,0,1818
2019,Q4,11,3548,3544,WEST,CHATTISGARH,4,3548
2019,Q4,11,15992,15992,WEST,GUJARAT,0,15992
2019,Q4,11,13147,13147,WEST,MADYA PRADESH,0,13147
2019,Q4,11,21471,21471,WEST,MAHARASTRA,0,21471
2019,Q4,11,332,332,WEST,DAMAN AND DIU,0,332
2019,Q4,11,805,805,WEST,DADRA AND NAGAR HAVELI,0,805
2019,Q4,11,611,611,WEST,GOA,0,611
2019,Q4,11,8426,8426,SOUTH,ANDRA PRADESH,0,8426
2019,Q4,11,10682,10670,SOUTH, KARNATAKA,12,10682
2019,Q4,11,3789,3714,SOUTH,KERALA,76,3789
2019,Q4,11,13829,13829,SOUTH,TAMILNADU,0,13829
2019,Q4,11,396,396,SOUTH,PUDUCHERRY,0,396
2019,Q4,11,8,8,SOUTH,LAKSHADWEEP,0,8
2019,Q4,11,4341,4323,EAST,BIHAR,18,4341
2019,Q4,11,2809,2807,EAST,DVC,1,2809
2019,Q4,11,1280,1280,EAST,JARKHAND,0,1280
2019,Q4,11,4026,4026,EAST,ORISSA,0,4026
2019,Q4,11,6806,6801,EAST,WEST BENGAL,5,6806
2019,Q4,11,102,102,EAST,SIKKAM,0,102
2019,Q4,11,58,54,EAST,ANDAMAN-NICOBAR,4,58
2019,Q4,11,151,146,NE,ARUNACHAL PRADESH,5,151
2019,Q4,11,1727,1508,NE,ASSAM,219,1727
2019,Q4,11,224,201,NE,MANIPUR,23,224
2019,Q4,11,363,350,NE,MEGHALAYA,13,363
2019,Q4,11,107,107,NE,MIZORAM,0,107
2019,Q4,11,149,148,NE,NAGALAND,1,149
2019,Q4,11,258,257,NE,TRIPURA,1,258
2019,Q4,12,306,306,NORTH,CHANDIGARH,0,306
2019,Q4,12,5245,5245,NORTH,DELHI,0,5245
2019,Q4,12,7049,7049,NORTH,HARYANA,0,7049
2019,Q4,12,1729,1729,NORTH,HIMACHAL PRADESH,0,1729
2019,Q4,12,3104,2484,NORTH,JAMMU & KASHMIR,620,3104
2019,Q4,12,6767,6767,NORTH,PUNJAB,0,6767
2019,Q4,12,13850,13464,NORTH,RAJASTAN,386,13850
2019,Q4,12,17712,17412,NORTH,UTTAR PRADESH,300,17712
2019,Q4,12,2233,2233,NORTH,UTTARAKHAND,0,2233
2019,Q4,12,3805,3748,WEST,CHATTISGARH,57,3805
2019,Q4,12,16148,16097,WEST,GUJARAT,51,16148
2019,Q4,12,14674,14623,WEST,MADYA PRADESH,51,14674
2019,Q4,12,22411,22403,WEST,MAHARASTRA,8,22411
2019,Q4,12,339,338,WEST,DAMAN AND DIU,1,339
2019,Q4,12,821,821,WEST,DADRA AND NAGAR HAVELI,0,821
2019,Q4,12,625,625,WEST,GOA,0,625
2019,Q4,12,9124,9118,SOUTH,ANDRA PRADESH,6,9124
2019,Q4,12,12810,12803,SOUTH, KARNATAKA,7,12810
2019,Q4,12,3705,3705,SOUTH,KERALA,0,3705
2019,Q4,12,13710,13710,SOUTH,TAMILNADU,0,13710
2019,Q4,12,373,373,SOUTH,PUDUCHERRY,0,373
2019,Q4,12,8,8,SOUTH,LAKSHADWEEP,0,8
2019,Q4,12,4617,4614,EAST,BIHAR,3,4617
2019,Q4,12,2850,2848,EAST,DVC,2,2850
2019,Q4,12,1356,1356,EAST,JARKHAND,0,1356
2019,Q4,12,4198,4198,EAST,ORISSA,0,4198
2019,Q4,12,6021,6021,EAST,WEST BENGAL,0,6021
2019,Q4,12,111,111,EAST,SIKKAM,0,111
2019,Q4,12,58,54,EAST,ANDAMAN-NICOBAR,4,58
2019,Q4,12,139,139,NE,ARUNACHAL PRADESH,0,139
2019,Q4,12,1592,1380,NE,ASSAM,212,1592
2019,Q4,12,216,216,NE,MANIPUR,0,216
2019,Q4,12,365,365,NE,MEGHALAYA,0,365
2019,Q4,12,125,125,NE,MIZORAM,0,125
2019,Q4,12,167,153,NE,NAGALAND,14,167
2019,Q4,12,224,224,NE,TRIPURA,0,224
2020,Q1,1,265,265,NORTH,CHANDIGARH,0,265
2020,Q1,1,5226,5226,NORTH,DELHI,0,5226
2020,Q1,1,7016,7016,NORTH,HARYANA,0,7016
2020,Q1,1,1786,1786,NORTH,HIMACHAL PRADESH,0,1786
2020,Q1,1,3218,2574,NORTH,JAMMU & KASHMIR,644,3218
2020,Q1,1,6327,6327,NORTH,PUNJAB,0,6327
2020,Q1,1,14017,14017,NORTH,RAJASTAN,0,14017
2020,Q1,1,16987,16987,NORTH,UTTAR PRADESH,0,16987
2020,Q1,1,2208,2208,NORTH,UTTARAKHAND,0,2208
2020,Q1,1,3829,3826,WEST,CHATTISGARH,3,3829
2020,Q1,1,16189,16189,WEST,GUJARAT,0,16189
2020,Q1,1,14729,14729,WEST,MADYA PRADESH,0,14729
2020,Q1,1,22975,22975,WEST,MAHARASTRA,0,22975
2020,Q1,1,347,347,WEST,DAMAN AND DIU,0,347
2020,Q1,1,816,816,WEST,DADRA AND NAGAR HAVELI,0,816
2020,Q1,1,603,602,WEST,GOA,1,603
2020,Q1,1,9608,9605,SOUTH,ANDRA PRADESH,3,9608
2020,Q1,1,13169,13169,SOUTH, KARNATAKA,0,13169
2020,Q1,1,4117,3785,SOUTH,KERALA,333,4117
2020,Q1,1,14371,14336,SOUTH,TAMILNADU,34,14371
2020,Q1,1,378,378,SOUTH,PUDUCHERRY,0,378
2020,Q1,1,8,8,SOUTH,LAKSHADWEEP,0,8
2020,Q1,1,4571,4571,EAST,BIHAR,0,4571
2020,Q1,1,2979,2979,EAST,DVC,0,2979
2020,Q1,1,1373,1373,EAST,JARKHAND,0,1373
2020,Q1,1,3615,3604,EAST,ORISSA,11,3615
2020,1,1,6331,6316,EAST,WEST BENGAL,15,6331
2020,Q1,1,115,115,EAST,SIKKAM,0,115
2020,Q1,1,58,54,EAST,ANDAMAN-NICOBAR,4,58
2020,Q1,1,125,117,NE,ARUNACHAL PRADESH,7,125
2020,Q1,1,1582,1366,NE,ASSAM,215,1582
2020,Q1,1,220,218,NE,MANIPUR,2,220
2020,Q1,1,371,371,NE,MEGHALAYA,0,371
2020,Q1,1,127,127,NE,MIZORAM,0,127
2020,Q1,1,181,159,NE,NAGALAND,23,181
2020,Q1,1,229,229,NE,TRIPURA,0,229
2020,Q1,2,297,297,NORTH,CHANDIGARH,0,297
2020,Q1,2,4447,4447,NORTH,DELHI,0,4447
2020,Q1,2,7520,7520,NORTH,HARYANA,0,7520
2020,Q1,2,1742,1742,NORTH,HIMACHAL PRADESH,0,1742
2020,Q1,2,3158,2526,NORTH,JAMMU & KASHMIR,632,3158
2020,Q1,2,7078,7078,NORTH,PUNJAB,0,7078
2020,Q1,2,14277,14277,NORTH,RAJASTAN,0,14277
2020,Q1,2,16777,16627,NORTH,UTTAR PRADESH,150,16777
2020,Q1,2,2233,2233,NORTH,UTTARAKHAND,0,2233
2020,Q1,2,4033,4026,WEST,CHATTISGARH,7,4033
2020,Q1,2,16538,16538,WEST,GUJARAT,0,16538
2020,Q1,2,14886,14855,WEST,MADYA PRADESH,31,14886
2020,Q1,2,24550,24550,WEST,MAHARASTRA,0,24550
2020,Q1,2,346,345,WEST,DAMAN AND DIU,1,346
2020,Q1,2,815,815,WEST,DADRA AND NAGAR HAVELI,0,815
2020,Q1,2,609,609,WEST,GOA,0,609
2020,Q1,2,9966,9954,SOUTH,ANDRA PRADESH,12,9966
2020,Q1,2,13031,13001,SOUTH, KARNATAKA,30,13031
2020,Q1,2,4043,3954,SOUTH,KERALA,89,4043
2020,Q1,2,14768,14755,SOUTH,TAMILNADU,13,14768
2020,Q1,2,402,401,SOUTH,PUDUCHERRY,0,402
2020,Q1,2,8,8,SOUTH,LAKSHADWEEP,0,8
2020,Q1,2,4280,4280,EAST,BIHAR,0,4280
2020,Q1,2,2905,2905,EAST,DVC,0,2905
2020,Q1,2,1331,1331,EAST,JARKHAND,0,1331
2020,Q1,2,4018,4017,EAST,ORISSA,1,4018
2020,Q1,2,6484,6482,EAST,WEST BENGAL,2,6484
2020,Q1,2,114,114,EAST,SIKKAM,0,114
2020,Q1,2,58,54,EAST,ANDAMAN-NICOBAR,4,58
2020,Q1,2,158,130,NE,ARUNACHAL PRADESH,28,158
2020,Q1,2,1603,1370,NE,ASSAM,233,1603
2020,Q1,2,226,216,NE,MANIPUR,10,226
2020,Q1,2,370,370,NE,MEGHALAYA,0,370
2020,Q1,2,133,132,NE,MIZORAM,0,133
2020,Q1,2,164,150,NE,NAGALAND,14,164
2020,Q1,2,222,222,NE,TRIPURA,0,222
2020,Q1,3,218,218,NORTH,CHANDIGARH,0,218
2020,Q1,3,3775,3775,NORTH,DELHI,0,3775
2020,Q1,3,6338,6338,NORTH,HARYANA,0,6338
2020,Q1,3,1656,1656,NORTH,HIMACHAL PRADESH,0,1656
2020,Q1,3,3405,2724,NORTH,JAMMU & KASHMIR,681,3405
2020,Q1,3,5758,5758,NORTH,PUNJAB,0,5758
2020,Q1,3,13599,13599,NORTH,RAJASTAN,0,13599
2020,Q1,3,14592,14592,NORTH,UTTAR PRADESH,0,14592
2020,Q1,3,1892,1892,NORTH,UTTARAKHAND,0,1892
2020,Q1,3,3989,3989,WEST,CHATTISGARH,0,3989
2020,Q1,3,16816,16816,WEST,GUJARAT,0,16816
2020,Q1,3,12144,12144,WEST,MADYA PRADESH,0,12144
2020,Q1,3,24012,24012,WEST,MAHARASTRA,0,24012
2020,Q1,3,343,343,WEST,DAMAN AND DIU,0,343
2020,Q1,3,823,823,WEST,DADRA AND NAGAR HAVELI,0,823
2020,Q1,3,610,610,WEST,GOA,1,610
2020,Q1,3,10225,10207,SOUTH,ANDRA PRADESH,18,10225
2020,Q1,3,13272,13258,SOUTH, KARNATAKA,14,13272
2020,Q1,3,4178,4171,SOUTH,KERALA,8,4178
2020,Q1,3,15347,15347,SOUTH,TAMILNADU,0,15347
2020,Q1,3,411,411,SOUTH,PUDUCHERRY,0,411
2020,Q1,3,8,8,SOUTH,LAKSHADWEEP,0,8
2020,Q1,3,4146,4146,EAST,BIHAR,0,4146
2020,Q1,3,2509,2509,EAST,DVC,0,2509
2020,Q1,3,1274,1274,EAST,JARKHAND,0,1274
2020,Q1,3,3830,3824,EAST,ORISSA,6,3830
2020,Q1,3,7149,7149,EAST,WEST BENGAL,0,7149
2020,Q1,3,109,108,EAST,SIKKAM,0,109
2020,Q1,3,58,54,EAST,ANDAMAN-NICOBAR,4,58
2020,Q1,3,154,128,NE,ARUNACHAL PRADESH,26,154
2020,Q1,3,1677,1430,NE,ASSAM,247,1677
2020,Q1,3,210,200,NE,MANIPUR,10,210
2020,Q1,3,343,343,NE,MEGHALAYA,0,343
2020,Q1,3,111,111,NE,MIZORAM,0,111
2020,Q1,3,157,142,NE,NAGALAND,15,157
2020,Q1,3,254,252,NE,TRIPURA,2,254
2020,Q2,4,154,154,NORTH,CHANDIGARH,0,154
2020,Q2,4,3362,3362,NORTH,DELHI,0,3362
2020,Q2,4,6422,6422,NORTH,HARYANA,0,6422
2020,Q2,4,900,900,NORTH,HIMACHAL PRADESH,0,900
2020,Q2,4,2940,2352,NORTH,JAMMU & KASHMIR,588,2940
2020,Q2,4,5113,5113,NORTH,PUNJAB,0,5113
2020,Q2,4,9304,9304,NORTH,RAJASTAN,0,9304
2020,Q2,4,16889,16889,NORTH,UTTAR PRADESH,0,16889
2020,Q2,4,1233,1233,NORTH,UTTARAKHAND,0,1233
2020,Q2,4,3473,3473,WEST,CHATTISGARH,0,3473
2020,Q2,4,13508,13508,WEST,GUJARAT,0,13508
2020,Q2,4,9149,9139,WEST,MADYA PRADESH,10,9149
2020,Q2,4,18695,18675,WEST,MAHARASTRA,20,18695
2020,Q2,4,159,159,WEST,DAMAN AND DIU,0,159
2020,Q2,4,262,262,WEST,DADRA AND NAGAR HAVELI,0,262
2020,Q2,4,480,479,WEST,GOA,1,480
2020,Q2,4,8598,8595,SOUTH,ANDRA PRADESH,3,8598
2020,Q2,4,11516,11516,SOUTH, KARNATAKA,0,11516
2020,Q2,4,3915,3775,SOUTH,KERALA,140,3915
2020,Q2,4,11435,11398,SOUTH,TAMILNADU,37,11435
2020,Q2,4,302,302,SOUTH,PUDUCHERRY,0,302
2020,Q2,4,10,10,SOUTH,LAKSHADWEEP,0,10
2020,Q2,4,4725,4725,EAST,BIHAR,0,4725
2020,Q2,4,1417,1417,EAST,DVC,0,1417
2020,Q2,4,1292,1291,EAST,JARKHAND,1,1292
2020,Q2,4,3636,3636,EAST,ORISSA,0,3636
2020,Q2,4,7115,7109,EAST,WEST BENGAL,6,7115
2020,Q2,4,94,94,EAST,SIKKAM,0,94
2020,Q2,4,58,54,EAST,ANDAMAN-NICOBAR,4,58
2020,Q2,4,77,74,NE,ARUNACHAL PRADESH,3,77
2020,Q2,4,1634,1419,NE,ASSAM,215,1634
2020,Q2,4,216,188,NE,MANIPUR,28,216
2020,Q2,4,261,261,NE,MEGHALAYA,0,261
2020,Q2,4,102,102,NE,MIZORAM,0,102
2020,Q2,4,142,130,NE,NAGALAND,12,142
2020,Q2,4,259,259,NE,TRIPURA,0,259
2020,Q2,5,297,297,NORTH,CHANDIGARH,0,297
2020,Q2,5,5464,5464,NORTH,DELHI,0,5464
2020,Q2,5,8011,8011,NORTH,HARYANA,0,8011
2020,Q2,5,1312,1312,NORTH,HIMACHAL PRADESH,0,1312
2020,Q2,5,2932,2346,NORTH,JAMMU & KASHMIR,586,2932
2020,Q2,5,8201,8201,NORTH,PUNJAB,0,8201
2020,Q2,5,12050,12050,NORTH,RAJASTAN,0,12050
2020,Q2,5,21331,21331,NORTH,UTTAR PRADESH,0,21331
2020,Q2,5,1797,1797,NORTH,UTTARAKHAND,0,1797
2020,Q2,5,3736,3736,WEST,CHATTISGARH,0,3736
2020,Q2,5,15589,15578,WEST,GUJARAT,11,15589
2020,Q2,5,10173,10173,WEST,MADYA PRADESH,0,10173
2020,Q2,5,21501,21463,WEST,MAHARASTRA,38,21501
2020,Q2,5,226,225,WEST,DAMAN AND DIU,1,226
2020,Q2,5,415,415,WEST,DADRA AND NAGAR HAVELI,0,415
2020,Q2,5,513,512,WEST,GOA,1,513
2020,Q2,5,10102,10101,SOUTH,ANDRA PRADESH,1,10102
2020,Q2,5,11027,10999,SOUTH, KARNATAKA,28,11027
2020,Q2,5,3821,3701,SOUTH,KERALA,120,3821
2020,Q2,5,14062,14021,SOUTH,TAMILNADU,42,14062
2020,Q2,5,422,422,SOUTH,PUDUCHERRY,0,422
2020,Q2,5,11,11,SOUTH,LAKSHADWEEP,0,11
2020,Q2,5,5335,5332,EAST,BIHAR,2,5335
2020,Q2,5,2462,2462,EAST,DVC,0,2462
2020,Q2,5,1397,1396,EAST,JARKHAND,0,1397
2020,Q2,5,4024,4024,EAST,ORISSA,0,4024
2020,Q2,5,7562,7553,EAST,WEST BENGAL,9,7562
2020,Q2,5,88,88,EAST,SIKKAM,0,88
2020,Q2,5,58,54,EAST,ANDAMAN-NICOBAR,4,58
2020,Q2,5,108,108,NE,ARUNACHAL PRADESH,0,108
2020,Q2,5,1926,1663,NE,ASSAM,263,1926
2020,Q2,5,208,189,NE,MANIPUR,19,208
2020,Q2,5,322,322,NE,MEGHALAYA,0,322
2020,Q2,5,106,106,NE,MIZORAM,0,106
2020,Q2,5,136,133,NE,NAGALAND,3,136
2020,Q2,5,284,284,NE,TRIPURA,0,284
2020,Q2,6,363,363,NORTH,CHANDIGARH,0,363
2020,Q2,6,6314,6314,NORTH,DELHI,0,6314
2020,Q2,6,10308,10308,NORTH,HARYANA,0,10308
2020,Q2,6,1423,1423,NORTH,HIMACHAL PRADESH,0,1423
2020,Q2,6,2834,2267,NORTH,JAMMU & KASHMIR,567,2834
2020,Q2,6,12683,12683,NORTH,PUNJAB,0,12683
2020,Q2,6,12755,12755,NORTH,RAJASTAN,0,12755
2020,Q2,6,22110,22110,NORTH,UTTAR PRADESH,0,22110
2020,Q2,6,1942,1942,NORTH,UTTARAKHAND,0,1942
2020,Q2,6,3677,3676,WEST,CHATTISGARH,1,3677
2020,Q2,6,15924,15924,WEST,GUJARAT,0,15924
2020,Q2,6,9124,9124,WEST,MADYA PRADESH,0,9124
2020,Q2,6,19429,19422,WEST,MAHARASTRA,7,19429
2020,Q2,6,255,255,WEST,DAMAN AND DIU,0,255
2020,Q2,6,589,589,WEST,DADRA AND NAGAR HAVELI,0,589
2020,Q2,6,516,515,WEST,GOA,1,516
2020,Q2,6,9442,9423,SOUTH,ANDRA PRADESH,19,9442
2020,Q2,6,10689,10670,SOUTH, KARNATAKA,19,10689
2020,Q2,6,3308,3292,SOUTH,KERALA,16,3308
2020,Q2,6,14591,14591,SOUTH,TAMILNADU,0,14591
2020,Q2,6,414,414,SOUTH,PUDUCHERRY,0,414
2020,Q2,6,10,10,SOUTH,LAKSHADWEEP,0,10
2020,Q2,6,5721,5718,EAST,BIHAR,3,5721
2020,Q2,6,2715,2715,EAST,DVC,0,2715
2020,Q2,6,1370,1368,EAST,JARKHAND,2,1370
2020,Q2,6,4297,4293,EAST,ORISSA,5,4297
2020,Q2,6,8089,8073,EAST,WEST BENGAL,16,8089
2020,Q2,6,84,84,EAST,SIKKAM,0,84
2020,Q2,6,58,54,EAST,ANDAMAN-NICOBAR,4,58
2020,Q2,6,145,119,NE,ARUNACHAL PRADESH,26,145
2020,Q2,6,1798,1798,NE,ASSAM,0,1798
2020,Q2,6,220,201,NE,MANIPUR,19,220
2020,Q2,6,335,335,NE,MEGHALAYA,0,335
2020,Q2,6,101,101,NE,MIZORAM,0,101
2020,Q2,6,151,143,NE,NAGALAND,8,151
2020,Q2,6,287,287,NE,TRIPURA,0,287
2020,Q3,7,383,383,NORTH,CHANDIGARH,0,383
2020,Q3,7,6310,6310,NORTH,DELHI,0,6310
2020,Q3,7,10982,10982,NORTH,HARYANA,0,10982
2020,Q3,7,1479,1479,NORTH,HIMACHAL PRADESH,0,1479
2020,Q3,7,2427,2427,NORTH,JAMMU & KASHMIR,0,2427
2020,Q3,7,13148,13148,NORTH,PUNJAB,0,13148
2020,Q3,7,13079,13079,NORTH,RAJASTAN,0,13079
2020,Q3,7,23419,23419,NORTH,UTTAR PRADESH,0,23419
2020,Q3,7,2030,2030,NORTH,UTTARAKHAND,0,2030
2020,Q3,7,4577,4569,WEST,CHATTISGARH,8,4577
2020,Q3,7,15741,15741,WEST,GUJARAT,0,15741
2020,Q3,7,10322,10290,WEST,MADYA PRADESH,32,10322
2020,Q3,7,17792,17792,WEST,MAHARASTRA,0,17792
2020,Q3,7,259,259,WEST,DAMAN AND DIU,0,259
2020,Q3,7,650,649,WEST,DADRA AND NAGAR HAVELI,1,650
2020,Q3,7,451,450,WEST,GOA,1,451
2020,Q3,7,8500,8500,SOUTH,ANDRA PRADESH,0,8500
2020,Q3,7,9401,9400,SOUTH, KARNATAKA,1,9401
2020,Q3,7,3193,3192,SOUTH,KERALA,2,3193
2020,Q3,7,13284,13284,SOUTH,TAMILNADU,0,13284
2020,Q3,7,388,388,SOUTH,PUDUCHERRY,0,388
2020,Q3,7,9,9,SOUTH,LAKSHADWEEP,0,9
2020,Q3,7,5913,5774,EAST,BIHAR,139,5913
2020,Q3,7,2925,2918,EAST,DVC,7,2925
2020,Q3,7,1431,1426,EAST,JARKHAND,5,1431
2020,Q3,7,4480,4474,EAST,ORISSA,6,4480
2020,Q3,7,8386,8362,EAST,WEST BENGAL,23,8386
2020,Q3,7,86,86,EAST,SIKKAM,0,86
2020,Q3,7,58,54,EAST,ANDAMAN-NICOBAR,4,58
2020,Q3,7,155,127,NE,ARUNACHAL PRADESH,28,155
2020,Q3,7,1837,1758,NE,ASSAM,79,1837
2020,Q3,7,225,197,NE,MANIPUR,28,225
2020,Q3,7,321,321,NE,MEGHALAYA,0,321
2020,Q3,7,102,102,NE,MIZORAM,0,102
2020,Q3,7,147,147,NE,NAGALAND,0,147
2020,Q3,7,288,288,NE,TRIPURA,0,288
2020,Q3,8,343,343,NORTH,CHANDIGARH,0,343
2020,Q3,8,5737,5737,NORTH,DELHI,0,5737
2020,Q3,8,10159,10159,NORTH,HARYANA,0,10159
